namespace	ec_number
enz66970	2.1.1.345	ec_class
enz66971	2.1.3.15	ec_class
enz66972	2.3.2.31	ec_class
enz66973	2.3.2.32	ec_class
enz66974	2.4.1.348	ec_class
enz66975	2.4.1.349	ec_class
enz66976	2.4.1.350	ec_class
enz66977	2.5.1.142	ec_class
enz66978	2.7.1.222	ec_class
enz66979	2.7.3.13	ec_class
enz66981	4.1.1.105	ec_class
enz66982	4.1.1.106	ec_class
enz66983	4.1.1.107	ec_class
enz66984	4.1.1.108	ec_class
enz66985	4.1.1.109	ec_class
enz66986	4.1.99.23	ec_class
enz66987	4.2.3.195	ec_class
enz66988	4.99.1.12	ec_class
enz66989	1.14.13.239	ec_class
enz66990	1.14.14.B13	ec_class
enz66992	1.3.1.116	ec_class
enz66993	1.3.1.115	ec_class
enz66994	1.3.1.114	ec_class
enz66995	1.8.2.6	ec_class
enz66996	1.14.11.58	ec_class
enz66997	1.13.12.24	ec_class
enz670	1.2.99.6	ec_class
enz67000	1.14.14.58	ec_class
enz67001	1.14.14.59	ec_class
enz67002	1.14.14.60	ec_class
enz67003	1.14.14.61	ec_class
enz67004	1.14.14.62	ec_class
enz67005	1.14.14.63	ec_class
enz67006	1.14.14.64	ec_class
enz67007	1.14.14.65	ec_class
enz67008	1.14.14.66	ec_class
enz67009	1.14.14.67	ec_class
enz67010	1.14.14.68	ec_class
enz67011	1.14.14.69	ec_class
enz67012	1.14.15.25	ec_class
enz67013	1.14.15.26	ec_class
enz67014	1.14.19.53	ec_class
enz67015	2.1.1.346	ec_class
enz67016	2.1.1.347	ec_class
enz67017	2.1.5.1	ec_class
enz67018	2.3.1.266	ec_class
enz67019	2.3.1.267	ec_class
enz67020	2.3.1.268	ec_class
enz67021	2.3.3.20	ec_class
enz67022	2.4.1.351	ec_class
enz67023	2.4.1.352	ec_class
enz67024	2.6.1.114	ec_class
enz67025	2.7.9.6	ec_class
enz67026	3.1.1.103	ec_class
enz67027	3.2.2.31	ec_class
enz67028	3.13.1.7	ec_class
enz67029	5.3.3.21	ec_class
enz67030	6.3.2.52	ec_class
enz67031	1.11.1.B10	ec_class
enz67032	1.3.1.B14	ec_class
enz67033	1.8.5.B1	ec_class
enz67034	2.4.1.B74	ec_class
enz67035	2.6.1.B18	ec_class
enz67036	5.4.99.B39	ec_class
enz67038	1.14.18.B1	ec_class
enz67040	1.13.11.85	ec_class
enz67041	1.14.11.19	ec_class
enz67047	1.14.14.71	ec_class
enz67048	1.14.14.72	ec_class
enz67049	1.14.19.54	ec_class
enz67050	1.14.19.55	ec_class
enz67051	1.14.19.56	ec_class
enz67052	1.14.19.57	ec_class
enz67053	2.1.1.348	ec_class
enz67054	2.4.1.355	ec_class
enz67055	2.4.2.59	ec_class
enz67056	2.5.1.143	ec_class
enz67057	3.2.1.207	ec_class
enz67058	3.5.1.128	ec_class
enz67059	5.3.3.22	ec_class
enz67060	5.5.1.31	ec_class
enz67061	5.5.1.32	ec_class
enz67062	5.5.1.33	ec_class
enz67063	6.2.1.53	ec_class
enz67064	6.2.1.54	ec_class
enz67065	2.4.1.353	ec_class
enz67066	2.4.1.354	ec_class
enz67067	2.4.2.60	ec_class
enz67069	1.1.99.42	ec_class
enz67070	1.2.1.100	ec_class
enz67071	1.3.1.117	ec_class
enz67072	1.3.99.39	ec_class
enz67073	1.3.99.40	ec_class
enz67091	1.14.13.240	ec_class
enz67092	1.14.14.73	ec_class
enz67093	1.14.14.74	ec_class
enz67094	1.14.14.75	ec_class
enz67095	1.14.14.77	ec_class
enz67096	1.14.19.61	ec_class
enz67097	1.14.20.9	ec_class
enz67098	1.14.20.10	ec_class
enz67099	1.14.20.11	ec_class
enz67100	1.14.20.12	ec_class
enz67101	1.14.99.60	ec_class
enz67102	1.18.6.2	ec_class
enz67103	2.3.1.269	ec_class
enz67104	2.3.1.270	ec_class
enz67105	2.3.1.271	ec_class
enz67106	2.3.1.272	ec_class
enz67107	2.4.1.356	ec_class
enz67108	2.4.1.357	ec_class
enz67109	2.5.1.144	ec_class
enz67110	2.5.1.145	ec_class
enz67111	2.5.1.146	ec_class
enz67112	2.7.7.100	ec_class
enz67113	2.8.5.1	ec_class
enz67114	3.1.6.20	ec_class
enz67115	3.13.2.3	ec_class
enz67116	4.1.1.110	ec_class
enz67118	4.4.1.37	ec_class
enz67119	1.14.15.27	ec_class
enz67206	2.4.1.361	ec_class
enz67207	4.1.1.116	ec_class
enz67226	7.1.3.1	ec_class
enz67228	7.2.2.4	ec_class
enz67229	1.13.11.86	ec_class
enz67230	7.6.2.3	ec_class
enz67231	4.1.99.24	ec_class
enz67232	4.1.99.25	ec_class
enz67233	4.3.2.10	ec_class
enz67237	1.14.14.155	ec_class
enz67238	1.14.19.74	ec_class
enz67239	1.14.20.14	ec_class
enz67240	1.14.20.15	ec_class
enz67241	1.14.99.61	ec_class
enz67242	1.14.99.62	ec_class
enz67243	1.14.99.63	ec_class
enz67244	1.14.99.64	ec_class
enz67245	1.21.98.4	ec_class
enz67246	2.1.1.349	ec_class
enz67247	2.3.1.273	ec_class
enz67248	2.4.1.358	ec_class
enz67249	2.8.5.2	ec_class
enz67250	7.2.4.2	ec_class
enz67252	2.5.1.147	ec_class
enz67253	4.3.1.32	ec_class
enz67255	1.14.11.B18	ec_class
enz67257	1.14.14.B10	ec_class
enz67263	3.1.21.B2	ec_class
enz67264	3.2.1.B40	ec_class
enz67265	3.4.11.B8	ec_class
enz67266	3.4.11.B9	ec_class
enz67267	3.5.1.131	ec_class
enz67269	7.5.2.13	ec_class
enz67270	2.8.3.26	ec_class
enz67271	5.2.1.B4	ec_class
enz67272	1.1.1.415	ec_class
enz67273	1.2.1.101	ec_class
enz67274	1.3.1.118	ec_class
enz67275	1.3.1.119	ec_class
enz67276	1.5.1.52	ec_class
enz67278	1.13.11.87	ec_class
enz67279	1.14.11.60	ec_class
enz67280	1.14.14.159	ec_class
enz67281	1.14.14.160	ec_class
enz67282	1.14.14.161	ec_class
enz67288	1.14.12.26	ec_class
enz67290	1.14.14.163	ec_class
enz67291	1.14.14.164	ec_class
enz67292	1.14.14.165	ec_class
enz67293	1.14.19.75	ec_class
enz67295	2.1.1.350	ec_class
enz67296	2.3.1.274	ec_class
enz67297	2.3.1.275	ec_class
enz67299	2.4.1.359	ec_class
enz67300	2.4.2.61	ec_class
enz67301	2.7.1.223	ec_class
enz67302	2.7.1.224	ec_class
enz67303	2.7.7.101	ec_class
enz67304	2.7.7.102	ec_class
enz67305	2.7.7.103	ec_class
enz67306	3.1.1.104	ec_class
enz67307	3.2.1.208	ec_class
enz67308	3.5.1.129	ec_class
enz67326	7.2.2.17	ec_class
enz67327	7.2.2.18	ec_class
enz67344	4.1.1.113	ec_class
enz67345	5.1.3.42	ec_class
enz67346	5.4.2.13	ec_class
enz67347	7.4.2.9	ec_class
enz67348	7.5.2.6	ec_class
enz67349	7.5.2.B7	ec_class
enz67350	1.4.2.B1	ec_class
enz67351	1.1.1.416	ec_class
enz67352	1.2.1.102	ec_class
enz67353	1.14.14.166	ec_class
enz67354	1.14.14.167	ec_class
enz67355	1.14.14.168	ec_class
enz67356	1.14.14.169	ec_class
enz67357	1.14.14.170	ec_class
enz67358	1.14.19.76	ec_class
enz67359	1.21.4.5	ec_class
enz67360	2.1.1.351	ec_class
enz67361	2.1.1.352	ec_class
enz67362	2.3.1.277	ec_class
enz67363	2.3.1.278	ec_class
enz67364	1.3.98.6	ec_class
enz67365	1.3.98.5	ec_class
enz67366	2.3.1.279	ec_class
enz67367	2.3.1.280	ec_class
enz67368	2.5.1.148	ec_class
enz67369	2.5.1.149	ec_class
enz67370	2.5.1.150	ec_class
enz67371	2.5.1.151	ec_class
enz67372	4.1.1.114	ec_class
enz67373	4.2.3.196	ec_class
enz67374	4.2.3.197	ec_class
enz67375	4.2.3.198	ec_class
enz67376	4.2.3.199	ec_class
enz67377	4.2.3.200	ec_class
enz67391	6.3.2.53	ec_class
enz67397	4.2.1.B29	ec_class
enz67398	4.2.3.B67	ec_class
enz67399	4.2.3.B68	ec_class
enz67400	4.2.3.B69	ec_class
enz67401	4.2.3.B70	ec_class
enz67402	4.2.1.B28	ec_class
enz67403	1.4.99.B4	ec_class
enz67404	2.6.1.B19	ec_class
enz67405	3.1.99.B6	ec_class
enz67406	3.2.1.B41	ec_class
enz67407	3.2.1.B42	ec_class
enz67410	4.2.2.B7	ec_class
enz67411	4.2.3.B66	ec_class
enz67412	5.1.1.23	ec_class
enz67413	5.3.1.B4	ec_class
enz67414	5.4.99.B40	ec_class
enz67415	5.4.99.B41	ec_class
enz67417	1.13.11.88	ec_class
enz67418	1.14.11.61	ec_class
enz67419	1.14.11.62	ec_class
enz67420	1.14.11.63	ec_class
enz67421	1.14.13.243	ec_class
enz67422	1.14.13.244	ec_class
enz67423	1.14.13.245	ec_class
enz67424	1.14.15.36	ec_class
enz67425	1.14.15.37	ec_class
enz67426	1.14.99.65	ec_class
enz67427	2.1.1.353	ec_class
enz67428	2.3.1.281	ec_class
enz67429	2.3.1.282	ec_class
enz67430	2.3.1.283	ec_class
enz67431	2.3.1.284	ec_class
enz67432	2.3.1.285	ec_class
enz67433	2.4.1.362	ec_class
enz67434	2.5.1.152	ec_class
enz67435	2.6.1.115	ec_class
enz67436	2.7.1.225	ec_class
enz67437	2.7.1.226	ec_class
enz67438	3.1.1.105	ec_class
enz67439	3.1.4.59	ec_class
enz67440	3.1.4.60	ec_class
enz67441	3.5.1.130	ec_class
enz67443	4.1.1.115	ec_class
enz67444	4.1.1.117	ec_class
enz67445	4.2.99.24	ec_class
enz67446	5.1.1.24	ec_class
enz67447	5.1.3.43	ec_class
enz67448	6.2.1.56	ec_class
enz67449	6.3.2.54	ec_class
enz67450	6.3.2.55	ec_class
enz67451	6.3.2.56	ec_class
enz67452	6.3.5.13	ec_class
enz67453	6.3.2.62	ec_class
enz67454	1.1.1.417	ec_class
enz67455	1.1.1.418	ec_class
enz67456	1.14.13.246	ec_class
enz67457	1.14.14.171	ec_class
enz67458	1.14.18.10	ec_class
enz67459	1.14.18.11	ec_class
enz67460	2.3.1.287	ec_class
enz67461	2.4.1.363	ec_class
enz67462	2.4.1.364	ec_class
enz67463	2.4.1.365	ec_class
enz67464	2.4.1.366	ec_class
enz67465	2.4.1.367	ec_class
enz67466	2.4.1.368	ec_class
enz67467	3.1.1.106	ec_class
enz67468	3.7.1.25	ec_class
enz67469	4.2.3.201	ec_class
enz67470	4.2.3.202	ec_class
enz67471	4.2.3.203	ec_class
enz67472	6.2.1.57	ec_class
enz67473	6.3.2.57	ec_class
enz67475	7.4.2.10	ec_class
enz67476	7.4.2.11	ec_class
enz67477	7.4.2.12	ec_class
enz67478	7.5.2.7	ec_class
enz67479	7.5.2.8	ec_class
enz67480	7.5.2.9	ec_class
enz67481	7.5.2.10	ec_class
enz67482	7.5.2.11	ec_class
enz67483	7.5.2.12	ec_class
enz67484	7.6.2.13	ec_class
enz67485	7.5.2.B8	ec_class
enz67486	3.2.1.B43	ec_class
enz67487	3.2.1.B44	ec_class
enz67488	3.2.1.211	ec_class
enz67489	3.2.1.212	ec_class
enz67490	3.2.1.B47	ec_class
enz67491	3.1.6.B2	ec_class
enz67492	1.3.1.120	ec_class
enz67493	1.8.1.21	ec_class
enz67494	1.13.11.89	ec_class
enz67495	1.14.11.64	ec_class
enz67496	1.14.11.65	ec_class
enz67497	1.14.11.68	ec_class
enz67498	1.14.11.69	ec_class
enz67499	1.14.99.66	ec_class
enz67500	2.1.1.354	ec_class
enz67501	2.1.1.355	ec_class
enz67502	2.1.1.356	ec_class
enz67503	7.6.2.16	ec_class
enz67504	2.1.1.357	ec_class
enz67506	2.1.1.359	ec_class
enz67507	2.1.1.360	ec_class
enz67508	2.1.1.361	ec_class
enz67509	2.1.1.362	ec_class
enz67510	2.3.1.288	ec_class
enz67511	2.3.1.289	ec_class
enz67512	2.3.1.290	ec_class
enz67513	2.3.1.291	ec_class
enz67514	2.4.1.369	ec_class
enz67515	2.4.1.370	ec_class
enz67516	3.1.1.107	ec_class
enz67517	3.1.1.108	ec_class
enz67518	3.1.1.109	ec_class
enz67519	3.1.3.106	ec_class
enz67520	3.2.1.209	ec_class
enz67521	3.5.1.133	ec_class
enz67522	4.2.3.204	ec_class
enz67523	6.3.2.58	ec_class
enz67524	7.2.2.20	ec_class
enz67525	7.6.2.14	ec_class
enz67526	7.6.2.15	ec_class
enz67527	4.99.1.B2	ec_class
enz67529	7.6.2.B1	ec_class
enz67530	3.1.15.B1	ec_class
enz67532	2.4.1.B77	ec_class
enz67533	3.1.21.B3	ec_class
enz67534	3.2.2.B6	ec_class
enz67535	3.6.1.B18	ec_class
enz67536	7.4.2.13	ec_class
enz67539	4.1.2.B12	ec_class
enz67542	3.5.1.132	ec_class
enz67543	1.1.1.419	ec_class
enz67544	1.1.5.13	ec_class
enz67545	2.1.4.3	ec_class
enz67546	2.3.1.292	ec_class
enz67547	2.3.1.293	ec_class
enz67548	2.3.1.294	ec_class
enz67549	2.3.1.295	ec_class
enz67550	2.3.1.296	ec_class
enz67551	2.3.1.297	ec_class
enz67552	2.3.1.298	ec_class
enz67553	2.3.1.299	ec_class
enz67554	2.6.1.116	ec_class
enz67555	2.6.1.117	ec_class
enz67556	2.7.1.227	ec_class
enz67557	2.7.1.228	ec_class
enz67558	2.7.1.229	ec_class
enz67559	2.8.1.16	ec_class
enz67560	3.1.1.110	ec_class
enz67561	3.1.1.111	ec_class
enz67562	3.1.1.112	ec_class
enz67563	3.1.1.113	ec_class
enz67564	3.1.1.114	ec_class
enz67565	3.2.1.210	ec_class
enz67566	3.4.13.23	ec_class
enz67567	3.5.1.134	ec_class
enz67568	4.1.1.118	ec_class
enz67570	4.2.3.205	ec_class
enz67571	5.4.99.67	ec_class
enz67572	5.6.1.9	ec_class
enz67573	6.2.1.58	ec_class
enz67574	6.2.1.59	ec_class
enz67575	6.2.1.60	ec_class
enz67576	1.14.11.B19	ec_class
enz67577	1.1.1.420	ec_class
enz67578	1.1.1.421	ec_class
enz67579	1.1.2.10	ec_class
enz67580	1.2.1.103	ec_class
enz67581	1.3.1.122	ec_class
enz67582	5.5.1.34	ec_class
enz67583	1.3.1.121	ec_class
enz67584	1.3.1.123	ec_class
enz67585	1.3.8.15	ec_class
enz67586	1.8.4.15	ec_class
enz67587	1.8.4.16	ec_class
enz67588	1.8.5.9	ec_class
enz67590	1.10.3.17	ec_class
enz67591	1.14.11.70	ec_class
enz67592	1.14.11.71	ec_class
enz67593	1.14.13.247	ec_class
enz67594	2.1.1.363	ec_class
enz67595	2.3.2.33	ec_class
enz67596	2.4.1.371	ec_class
enz67597	2.4.1.372	ec_class
enz67598	2.4.1.373	ec_class
enz67599	2.4.1.374	ec_class
enz67600	2.6.1.118	ec_class
enz67601	2.7.1.230	ec_class
enz67603	3.1.11.7	ec_class
enz67604	2.7.2.16	ec_class
enz67607	3.6.1.69	ec_class
enz67608	4.1.1.119	ec_class
enz67609	5.5.1.35	ec_class
enz67610	6.2.1.61	ec_class
enz67611	1.14.11.74	ec_class
enz67612	1.14.11.75	ec_class
enz67613	3.4.21.122	ec_class
enz67614	3.4.21.B61	ec_class
enz67617	1.1.1.422	ec_class
enz67618	1.1.1.423	ec_class
enz67620	1.11.1.24	ec_class
enz67621	1.11.1.25	ec_class
enz67622	1.11.1.26	ec_class
enz67623	1.11.1.27	ec_class
enz67624	1.11.1.28	ec_class
enz67625	1.11.1.29	ec_class
enz67626	1.14.18.12	ec_class
enz67627	1.17.99.8	ec_class
enz67628	2.7.2.17	ec_class
enz67629	2.9.1.3	ec_class
enz67630	3.1.3.108	ec_class
enz67631	4.2.2.27	ec_class
enz67632	4.6.1.25	ec_class
enz67633	6.2.1.62	ec_class
enz67634	6.2.1.63	ec_class
enz67635	3.2.1.213	ec_class
enz67636	3.6.1.73	ec_class
enz67637	3.7.1.26	ec_class
enz67638	3.13.1.9	ec_class
enz67639	3.2.1.B48	ec_class
enz67640	3.13.2.B1	ec_class
enz67641	3.4.24.B40	ec_class
enz67642	1.14.19.B10	ec_class
enz67643	7.5.2.B9	ec_class
enz67645	1.3.1.124	ec_class
enz67646	1.8.2.7	ec_class
enz67647	1.11.2.6	ec_class
enz67648	1.13.11.90	ec_class
enz67649	1.14.11.72	ec_class
enz67650	1.14.14.172	ec_class
enz67651	1.14.14.173	ec_class
enz67653	2.1.1.364	ec_class
enz67654	2.1.1.365	ec_class
enz67655	2.3.2.34	ec_class
enz67656	2.3.2.35	ec_class
enz67657	2.4.1.375	ec_class
enz67658	2.4.1.376	ec_class
enz67659	2.4.2.63	ec_class
enz67660	2.4.3.10	ec_class
enz67661	2.6.1.119	ec_class
enz67662	2.7.1.231	ec_class
enz67663	2.7.7.104	ec_class
enz67664	3.2.1.214	ec_class
enz67665	3.5.1.135	ec_class
enz67666	4.1.1.120	ec_class
enz67667	4.1.1.121	ec_class
enz67668	4.1.2.62	ec_class
enz67669	6.2.1.64	ec_class
enz67670	6.2.2.1	ec_class
enz67671	6.5.1.9	ec_class
enz67672	1.1.1.424	ec_class
enz67673	1.3.3.16	ec_class
enz67674	1.14.11.73	ec_class
enz67678	1.17.9.2	ec_class
enz67679	2.1.1.366	ec_class
enz67680	2.1.1.367	ec_class
enz67681	2.1.1.368	ec_class
enz67682	2.1.1.369	ec_class
enz67683	2.1.1.370	ec_class
enz67684	2.1.1.371	ec_class
enz67685	2.1.1.372	ec_class
enz67686	2.7.7.105	ec_class
enz67687	2.7.7.106	ec_class
enz67688	6.2.1.65	ec_class
enz67689	6.2.2.2	ec_class
enz67690	6.2.2.3	ec_class
enz67691	3.4.22.B80	ec_class
enz67692	2.1.1.B118	ec_class
enz67693	2.1.1.B119	ec_class
enz67694	2.1.1.B120	ec_class
enz67695	2.1.1.B121	ec_class
enz67696	2.1.1.B122	ec_class
enz67697	2.1.1.B123	ec_class
enz67698	2.1.1.B124	ec_class
enz67699	2.1.1.B125	ec_class
enz67700	2.1.1.B126	ec_class
enz67701	2.1.1.B127	ec_class
enz67702	2.1.1.B128	ec_class
enz67703	6.3.1.21	ec_class
enz67704	2.3.1.B44	ec_class
enz67705	2.3.1.B45	ec_class
enz67706	2.3.1.B46	ec_class
enz67707	2.4.1.B78	ec_class
enz67708	2.4.1.B79	ec_class
enz67710	2.4.1.B80	ec_class
enz67711	2.4.1.B81	ec_class
enz67712	2.4.1.B82	ec_class
enz67713	2.4.1.B83	ec_class
enz67714	2.4.1.B84	ec_class
enz67715	2.4.1.B85	ec_class
enz67716	2.4.2.B18	ec_class
enz67717	1.2.1.104	ec_class
enz67718	1.2.1.105	ec_class
enz67720	1.4.1.27	ec_class
enz67721	1.4.3.26	ec_class
enz67722	1.13.11.91	ec_class
enz67723	1.14.11.76	ec_class
enz67724	1.14.15.38	ec_class
enz67725	1.14.99.67	ec_class
enz67726	1.14.99.68	ec_class
enz67727	1.14.99.69	ec_class
enz67729	1.17.99.9	ec_class
enz67730	1.17.99.10	ec_class
enz67731	1.17.99.11	ec_class
enz67732	2.1.1.373	ec_class
enz67733	2.1.1.374	ec_class
enz67734	2.2.1.13	ec_class
enz67735	2.3.2.36	ec_class
enz67736	2.4.2.64	ec_class
enz67737	3.1.1.115	ec_class
enz67738	3.5.1.136	ec_class
enz67739	3.1.7.13	ec_class
enz67740	5.1.3.44	ec_class
enz67741	5.3.1.36	ec_class
enz67748	2.1.1.B130	ec_class
enz67749	2.3.2.B16	ec_class
enz67750	2.5.1.B45	ec_class
enz67751	2.5.1.B46	ec_class
enz67752	2.6.1.B20	ec_class
enz67753	2.6.1.B21	ec_class
enz67755	2.6.1.B23	ec_class
enz67756	2.7.1.B29	ec_class
enz67757	2.7.1.237	ec_class
enz67758	2.7.4.B7	ec_class
enz67759	1.1.1.425	ec_class
enz67760	1.2.1.106	ec_class
enz67761	1.3.8.17	ec_class
enz67762	1.3.98.7	ec_class
enz67763	1.5.1.53	ec_class
enz67764	1.5.1.54	ec_class
enz67765	1.14.14.177	ec_class
enz67766	1.14.19.78	ec_class
enz67767	2.1.1.375	ec_class
enz67768	2.2.1.14	ec_class
enz67769	2.3.1.300	ec_class
enz67770	2.3.1.301	ec_class
enz67771	2.3.1.302	ec_class
enz67772	2.3.1.303	ec_class
enz67773	2.4.1.377	ec_class
enz67774	2.4.1.378	ec_class
enz67775	2.4.1.379	ec_class
enz67776	2.4.1.380	ec_class
enz67777	2.4.1.381	ec_class
enz67778	2.4.1.382	ec_class
enz67779	2.4.1.383	ec_class
enz67780	2.7.4.34	ec_class
enz67781	3.1.1.116	ec_class
enz67782	3.1.1.117	ec_class
enz67783	3.1.4.61	ec_class
enz67784	3.6.1.74	ec_class
enz67785	4.1.99.26	ec_class
enz67786	5.3.3.23	ec_class
enz67787	6.2.1.66	ec_class
enz67788	6.2.1.67	ec_class
enz67789	6.2.1.68	ec_class
enz67790	6.3.2.59	ec_class
enz67791	6.3.2.60	ec_class
enz67792	7.1.1.10	ec_class
enz67793	7.2.2.22	ec_class
enz67794	7.4.2.14	ec_class
enz67799	1.1.1.426	ec_class
enz67801	1.2.1.107	ec_class
enz67802	1.13.11.92	ec_class
enz67803	1.14.11.77	ec_class
enz67804	1.16.99.1	ec_class
enz67805	2.1.1.376	ec_class
enz67806	2.1.1.377	ec_class
enz67807	2.1.1.378	ec_class
enz67808	2.1.1.379	ec_class
enz67809	2.1.2.14	ec_class
enz67810	2.3.1.304	ec_class
enz67811	2.4.1.384	ec_class
enz67812	2.7.1.233	ec_class
enz67813	2.7.2.18	ec_class
enz67815	2.8.2.40	ec_class
enz67816	3.1.1.118	ec_class
enz67817	3.1.6.21	ec_class
enz67818	3.1.6.22	ec_class
enz67820	3.4.14.14	ec_class
enz67821	3.7.1.28	ec_class
enz67822	4.1.2.63	ec_class
enz67823	4.2.1.176	ec_class
enz67824	4.2.1.177	ec_class
enz67825	4.4.1.38	ec_class
enz67826	4.4.1.39	ec_class
enz67827	4.4.1.40	ec_class
enz67828	4.4.1.41	ec_class
enz67829	6.2.1.69	ec_class
enz67830	6.2.1.70	ec_class
enz67831	6.2.1.72	ec_class
enz67832	6.2.1.73	ec_class
enz67833	6.2.1.74	ec_class
enz67834	6.3.4.25	ec_class
enz67835	7.1.1.11	ec_class
enz67836	7.2.3.1	ec_class
enz67837	1.16.98.B1	ec_class
enz67838	2.1.1.B140	ec_class
enz67839	2.4.99.25	ec_class
enz67840	2.7.1.B23	ec_class
enz67841	2.7.7.B25	ec_class
enz67842	2.7.7.B26	ec_class
enz67843	2.8.2.B6	ec_class
enz67845	1.7.2.9	ec_class
enz67846	1.14.13.248	ec_class
enz67847	1.14.13.249	ec_class
enz67848	1.14.13.250	ec_class
enz67849	1.16.3.4	ec_class
enz67850	2.1.1.380	ec_class
enz67851	2.1.1.381	ec_class
enz67852	2.1.1.383	ec_class
enz67853	2.1.3.16	ec_class
enz67855	2.3.1.305	ec_class
enz67856	2.3.1.306	ec_class
enz67857	2.3.1.307	ec_class
enz67859	2.4.1.386	ec_class
enz67860	2.5.1.154	ec_class
enz67861	2.6.1.120	ec_class
enz67862	2.6.1.121	ec_class
enz67863	2.6.1.122	ec_class
enz67865	2.7.1.235	ec_class
enz67866	2.7.7.107	ec_class
enz67867	2.7.10.3	ec_class
enz67868	2.8.4.6	ec_class
enz67870	3.2.1.215	ec_class
enz67873	3.5.1.137	ec_class
enz67874	5.6.2.3	ec_class
enz67875	5.6.2.4	ec_class
enz67876	4.2.1.178	ec_class
enz67877	4.3.99.5	ec_class
enz67878	4.8.1.1	ec_class
enz67883	5.3.99.12	ec_class
enz67884	6.3.2.B3	ec_class
enz67886	6.7.1.1	ec_class
enz67887	2.6.1.123	ec_class
enz67888	3.1.1.B12	ec_class
enz67889	1.1.1.B66	ec_class
enz67890	1.1.3.B5	ec_class
enz67891	1.4.1.28	ec_class
enz67892	2.1.1.B141	ec_class
enz67893	2.3.2.B17	ec_class
enz67894	2.3.2.B18	ec_class
enz67895	2.5.1.B44	ec_class
enz67896	3.1.1.B13	ec_class
enz67898	1.5.1.B7	ec_class
enz67899	1.5.1.B8	ec_class
enz67901	1.1.1.428	ec_class
enz67902	1.1.1.429	ec_class
enz67903	1.3.3.17	ec_class
enz67905	1.5.3.24	ec_class
enz67907	1.14.19.79	ec_class
enz67908	2.3.1.308	ec_class
enz67909	2.4.1.387	ec_class
enz67910	2.4.1.388	ec_class
enz67921	2.7.1.236	ec_class
enz67922	2.8.3.27	ec_class
enz67923	2.8.3.28	ec_class
enz67925	3.2.1.217	ec_class
enz67926	4.2.1.180	ec_class
enz67927	6.2.1.75	ec_class
enz67929	1.1.1.430	ec_class
enz67930	1.1.1.431	ec_class
enz67931	1.1.1.432	ec_class
enz67932	1.1.1.433	ec_class
enz67933	1.1.2.11	ec_class
enz67935	1.5.3.25	ec_class
enz67936	1.5.3.26	ec_class
enz67937	1.5.7.3	ec_class
enz67938	1.13.11.93	ec_class
enz67939	1.14.11.78	ec_class
enz67940	1.14.11.79	ec_class
enz67942	1.14.13.251	ec_class
enz67943	1.14.14.179	ec_class
enz67944	1.14.14.180	ec_class
enz67945	1.14.14.181	ec_class
enz67946	1.14.14.183	ec_class
enz67948	2.1.1.382	ec_class
enz67949	2.1.1.384	ec_class
enz67950	2.1.1.385	ec_class
enz67951	2.2.1.15	ec_class
enz67952	2.4.1.389	ec_class
enz67956	2.5.1.155	ec_class
enz67957	2.5.1.156	ec_class
enz67958	2.6.1.124	ec_class
enz67960	2.7.1.238	ec_class
enz67961	2.7.2.19	ec_class
enz67962	2.7.11.34	ec_class
enz67965	3.4.21.B60	ec_class
enz67967	4.1.1.122	ec_class
enz67968	4.1.1.123	ec_class
enz67969	4.6.1.26	ec_class
enz67971	7.1.1.12	ec_class
enz67973	1.1.3.50	ec_class
enz67974	2.3.1.309	ec_class
enz67975	2.3.1.310	ec_class
enz67978	4.3.2.11	ec_class
enz67979	6.2.1.76	ec_class
enz67980	1.13.12.B5	ec_class
enz67981	1.14.11.B22	ec_class
enz67982	1.14.13.B34	ec_class
enz67983	1.14.14.B14	ec_class
enz67984	1.14.20.B3	ec_class
enz67985	1.14.20.B4	ec_class
enz67986	1.14.99.B11	ec_class
enz67987	1.97.1.B1	ec_class
enz67988	2.5.1.B47	ec_class
enz67989	2.8.2.B7	ec_class
enz67990	3.8.1.B1	ec_class
enz67994	1.14.19.B11	ec_class
enz67995	1.1.1.434	ec_class
enz67996	1.1.1.435	ec_class
enz67998	1.1.1.437	ec_class
enz67999	1.3.1.125	ec_class
enz68000	1.3.2.4	ec_class
enz68001	1.4.2.2	ec_class
enz68003	1.4.3.27	ec_class
enz68004	1.14.11.80	ec_class
enz68005	1.14.11.81	ec_class
enz68006	1.14.11.82	ec_class
enz68007	1.14.14.184	ec_class
enz68008	1.21.98.5	ec_class
enz68009	2.1.1.386	ec_class
enz68010	2.1.1.387	ec_class
enz68011	2.3.1.311	ec_class
enz68012	2.4.1.390	ec_class
enz68013	2.4.1.391	ec_class
enz68016	2.7.1.239	ec_class
enz68018	3.1.1.120	ec_class
enz68019	3.1.3.109	ec_class
enz68020	3.2.1.218	ec_class
enz68021	3.2.1.219	ec_class
enz68023	3.6.1.76	ec_class
enz68025	4.1.99.27	ec_class
enz68026	4.2.2.28	ec_class
enz68027	4.2.3.206	ec_class
enz68028	4.2.3.207	ec_class
enz68029	4.2.3.208	ec_class
enz68030	4.2.3.209	ec_class
enz68031	4.2.3.210	ec_class
enz68032	4.2.3.211	ec_class
enz68033	4.4.1.43	ec_class
enz68034	4.8.1.5	ec_class
enz68036	4.8.1.7	ec_class
enz68037	4.8.1.8	ec_class
enz68038	5.3.3.24	ec_class
enz68039	1.14.14.B17	ec_class
enz68040	1.14.15.B3	ec_class
